post_created_date,reach,Genre.1,Emotions.1,caption,permalink,likes,comments,shares,saved,total_interactions
9-Mar-2026,2942.0,Sports,Pride,": The most emotional start to a Final! 🥺 Seeing Ish Sodhi in tears has touched millions of fans. Born in India but representing the Black Caps, the pressure of the moment was visible.
📸 Credit: bleedblue.cricinfo via Instagram

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#worldcup2026 #ishsodhi #cricket #sports",https://www.instagram.com/p/DVpxJaPjflO/,68.0,0.0,0.0,1.0,69.0
14-Mar-2026,2937.0,Off-beat,Curiosity,"Imagine paying â‚¹500 just for losing your cool! ðŸ˜± This village in Maharashtra is officially done with 'Maa-Behen' gaalis. One bad word and your pocket gets lighter. Is this the discipline we need?
 ðŸ“¸ Credit: AI Generated
 
 Read more from News18 English and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #Maharashtra #ViralNews #NoGaali #Kolgaon #offbeat",https://www.instagram.com/p/DV3dDt3iN0M/,21.0,0.0,1.0,2.0,24.0
11-Mar-2026,2937.0,Entertainment,Curiosity,"Actor Randeep Hooda and his wife, actor-entrepreneur Lin Laishram, have welcomed their first child, a baby girl. The couple shared the news through a joint Instagram post on Tuesday. One photo shows Hooda’s father holding the newborn, while another captures a close-up of the baby’s tiny hand. Notably, the child was born on the same day as Hooda’s father.
📸 Credit: Deccan Herald

Read more from Zee News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#RandeepHooda #LinLaishram #BabyGirl #entertainment",https://www.instagram.com/p/DVvBWZ8DYAU/,13.0,0.0,0.0,0.0,13.0
7-Mar-2026,2933.0,Entertainment,Happiness,"Recalibrate your ""Power Couple"" goals! 🥂 Allu Sirish just married business tycoon Nayanika Reddy in a ceremony that shut down Hyderabad. From the varmala ""fight"" to the royal feast, Sirish and Nayanika’s traditional ceremony was a surge of pure joy.
📸 Credit: Asianet News English

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#AlluSirish #NayanikaReddy #AlluArjun #RevanthReddy #entertainment",https://www.instagram.com/p/DVlWeNeD85l/,22.0,0.0,0.0,1.0,24.0
29-Mar-2026,2920.0,Entertainment,Fandom,"Ranveer Singh struggled to regain form in the post-COVID era, but turned things around with the Dhurandhar franchise. The first film delivered historic worldwide business, crossing ₹1300 crore, while Dhurandhar 2 also emerged as a major success with nearly ₹1100 crore in its extended opening week, helping him surpass the ₹3000 crore milestone.

Read more from Koimoi and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#RanveerSingh #BoxOffice #3000CroreClub #Bollywood #Dhurandhar #entertainment",https://www.instagram.com/p/DWdSDwEEXbH/,71.0,0.0,5.0,4.0,80.0
31-Mar-2026,2912.0,Crime,Shock -VE,"28 years of life ended in a fridge. 🚔🧊 Mumbai is reeling after a Navy man allegedly slaughtered his partner over a money dispute. The chilling details of this murder are beyond belief
📸 Credit: AI Generated

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#MumbaiCrime #BreakingNews #NavyStaffer #MurderAlert #crime",https://www.instagram.com/p/DWi7Wy1lkTJ/,16.0,0.0,6.0,2.0,24.0
15-Mar-2026,2888.0,Current-Affairs,Anger,"As the Middle East conflict entered its 16th day, Iran's Islamic Revolutionary Guard Corps (IRGC) issued a threat against Israeli Prime Minister Benjamin Netanyahu, vowing to ""pursue and kill"" him in retaliation for Israel's strikes on Tehran. The Iran Guards statements comes after speculations about Benjamin Netanyahu's whereabouts and health spread widely across the internet. As several posts alleged that Netanyahu had been assassinated, his office stepped in on Saturday to dismiss the claims, calling them ""fake"".
📸 Credit: timesnow

Read more from Jagran English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#IRGC #IranIsraelWar #Netanyahu #MiddleEastCrisis2026 #current",https://www.instagram.com/p/DV5jk8oDqiA/,36.0,0.0,2.0,2.0,40.0
25-Mar-2026,2880.0,Entertainment,Curiosity,"While the internet is busy speculating about his split from Tamannaah Bhatia, Vijay Varma just dropped a truth bomb about love vs. career. His perspective on romance is a breath of fresh air.

Read more from LokmatTimes English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#VijayVarma #TamannaahBhatia #BollywoodBreakup  #entertainment",https://www.instagram.com/p/DWTQOB4jQDe/,8.0,0.0,0.0,0.0,8.0
30-Mar-2026,2867.0,Entertainment,Sadness,"Sad news from the film fraternity: Prakash Raj’s mother, Swarnalatha has passed away at the age of 86 in Bengaluru today following age-related complications. Heartfelt condolences to actor Prakash Raj and his family. The final rites will be held this evening.
📸 Credit: Google Images

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#PrakashRaj #BengaluruNews #Sandalwood #FilmIndustry #entertainment",https://www.instagram.com/p/DWgWV62ib3s/,24.0,0.0,0.0,1.0,25.0
5-Apr-2026,2867.0,Lifestyle,Sadness,"In a shocking turn of events in Ajmer, a young man reportedly died on the spot while drinking water. Eyewitnesses say he suddenly clutched his chest and collapsed before any medical aid could reach him. While the body has been sent for a post-mortem, doctors suspect Sudden Cardiac Arrest (SCA). This incident adds to the worrying trend of unexplained sudden deaths among young, healthy individuals.

Read more from News Karnataka and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#RajasthanTragedy #SuddenDeath  #YouthHealth #lifestyle",https://www.instagram.com/p/DWvQrzSCFV8/,18.0,1.0,1.0,2.0,22.0
26-Mar-2026,2843.0,Entertainment,Controversy,"“The best thing about time is that it changes.” Netizens are schooling Karan Johar after he publicly praised Yami Gautam. See the old videos that prove why fans are calling him ""Double Dholaki.
📸 Credit: Yami Gautam via IG

Read more from Jagran English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#YamiGautam #KaranJohar #Dhurandhar2 #Bollywood #entertainment",https://www.instagram.com/p/DWWJnJsDSy7/,8.0,1.0,0.0,0.0,9.0
16-Mar-2026,2831.0,Off-beat,Shock -VE,"A wedding celebration in Jharkhand turned tragic after a 41-year-old man died when a rasgulla got stuck in his throat while he was eating during the feast. The incident took place in Maliyanta village near Jamshedpur and left the gathering shocked. The deceased, identified as Lalit Singh, had attended the wedding ceremony when the mishap occurred. While eating at the feast, he reportedly consumed a rasgulla, the syrup-soaked Indian sweet, which became lodged in his throat, leading to severe breathing difficulty.
📸 Credit: AI

Read more from NewsX English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Jamshedpur #WeddingTragedy #Rasgulla #ShockingNews #offbeat",https://www.instagram.com/p/DV8p3DBDRmn/,18.0,0.0,1.0,2.0,21.0
30-Mar-2026,2819.0,Off-beat,Shock -VE,"A terrifying situation unfolded on an IndiGo flight to Varanasi when a passenger tried to open the emergency exit mid-air. His reason? He claimed he was ""possessed by a ghost.""
📸 Credit: AI Generated

Read more from OneIndia and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#IndiGoScare #AviationNews #Varanasi #MidAirPanic #offbeat",https://www.instagram.com/p/DWgqaSBF_ec/,27.0,0.0,5.0,2.0,35.0
21-Mar-2026,2815.0,Off-beat,Motivation,"A viral Mumbai beach video shows Prithvi Rajpohla charging ₹250–₹1,000 to listen to people’s problems and even cry with them. His unusual service has sparked curiosity online, highlighting rising loneliness, mental health needs, and demand for unconventional emotional support.
📸 Credit: Republic

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Mumbai #ViralVideo #MentalHealth #HumanStories #offbeat",https://www.instagram.com/p/DWJp6--l1sq/,32.0,3.0,17.0,4.0,56.0
14-Mar-2026,2803.0,Current-Affairs,Fear/Concern,"Officials clarified that there is no shortage of LPG in the country. However, the new rules were introduced after authorities noticed some consumers booking more cylinders than needed, which was putting unnecessary pressure on the supply system. Under the revised rules:
 - Consumers in urban areas will have to wait at least 25 days after receiving a cylinder before booking the next one.
 - In rural and remote areas, the waiting period has been extended to 45 days.
 ðŸ“¸ Credit: AI
 
 Read more from Mathrubhumi English and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #LPG #bookingrules #news #trending #current",https://www.instagram.com/p/DV2sjyKjx-N/,27.0,0.0,1.0,4.0,32.0
24-Mar-2026,2776.0,Off-beat,Shock -VE,"Deadly contamination or a ""vegetable""? The internet is reeling after a Bhopal mess worker allegedly swallowed a lizard found in a student's food. The fear of mess food is real. Don't scroll past. ⚠️😱

Read more from NewsX English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#BhopalNews #HostelLife #FoodSafety #LizardInFood #offbeat",https://www.instagram.com/p/DWQTJiQAr7I/,11.0,0.0,9.0,2.0,22.0
10-Mar-2026,2685.0,Current-Affairs,Shock -VE,"A festive day turned into a bloodbath in UP after a man was stabbed for a simple greeting. The caste-based hatred behind this is terrifying. Full report inside.
📸 Credit: AI Generated

Read more from The Siasat Daily English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#UPNews #CasteViolence #HoliHorror #JusticeForDalitMan #current",https://www.instagram.com/p/DVshvo3DSNs/,19.0,0.0,0.0,1.0,20.0
10-Mar-2026,2678.0,Current-Affairs,Shock -VE,"Residents of Tehran woke up to a shocking environmental emergency as ""Black Rain"" fell across parts of the Iranian capital following overnight airstrikes on major oil infrastructure. The dark, oil-tainted rainfall reportedly formed after massive fires at fuel depots sent thick plumes of smoke and hydrocarbons into the atmosphere, which later mixed with precipitation and returned to the ground as toxic residue. Iranian emergency authorities warned that the contaminated rainfall could pose serious health risks. People have been urged to remain indoors, keep windows sealed, and wear protective masks if they need to go outside.
📸 Credit: AI

Read more from Latestly and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Tehran #AcidRain #IranConflict #MiddleEastCrisis #current",https://www.instagram.com/p/DVsC4mNiHiQ/,33.0,0.0,11.0,4.0,48.0
31-Mar-2026,2659.0,Off-beat,Shock -VE,"It started as a romantic moment and ended in a funeral. 🥀💔 A 17-year-old has died after a simple 'love bite' caused a stroke. The danger is real and hidden in plain sight. Are you safe?
📸 Credit: AI generated

Read more from TimesNow English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#HealthAlert #LoveBiteDanger #StrokeWarning #TeenHealth #offbeat",https://www.instagram.com/p/DWirA1ZF5VA/,19.0,0.0,31.0,3.0,53.0
7-Mar-2026,2612.0,Patriotic,Patriotism,"It was supposed to be a year of celebrations. Sqn Ldr Anuj Vashisht was set to marry his fellow pilot fiancée, but duty called. His family’s incredible poise in this hour of grief is truly amazing.
📸 Credit: Google Images

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#IndianAirForce #Su30Crash #HerosOfIndia #IndianArmy #patriotic",https://www.instagram.com/p/DVk8lPTDV1B/,32.0,0.0,2.0,1.0,35.0
22-Mar-2026,2612.0,Current-Affairs,Controversy,"Amid the ongoing conflict involving the United States and Israel, a controversial remark by former Pakistan High Commissioner to India Abdul Basit has raised fresh concerns over regional security, after he suggested that Pakistan could target India in the event of a foreign attack. 

""Let's assume that if the US attacks Pakistan, Pakistan should drop bombs on Mumbai and Delhi,"" he said.

""Whether educated or uneducated, rich or poor—everyone in Pakistan is a 'Jihadi',"" he asserted.

This comes after a report released by the Office of the Director of National Intelligence identified Pakistan as a significant nuclear threat to the United States, placing it alongside major powers such as Russia and China.

Read more from TimesNow English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#USPakistanRelations #NuclearThreat #MumbaiDelhiAlert #GlobalSecurity #current",https://www.instagram.com/p/DWLdJCqE_Dw/,19.0,0.0,93.0,1.0,113.0
31-Mar-2026,2612.0,Sports,Controversy,"Pakistan pacer Naseem Shah has been hit with a record PKR 20 million fine by the PCB after a controversial social media post targeting Nawaz Sharif's daughter Maryam Nawaz. The deleted post violated contract rules, prompted a show-cause notice, and led to an apology—while reports say he narrowly avoided a suspension.
📸 Credit: Moneycontrol

Read more from TimesNow English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#NaseemShah #MaryamNawaz #RecordPenalty #news #sports",https://www.instagram.com/p/DWixVj4F-JL/,13.0,0.0,0.0,1.0,14.0
29-Mar-2026,2598.0,Sports,Controversy,"Yograj Singh, father of Yuvraj Singh, sparked controversy after making a sexist remark about cricketers’ retirements, claiming that women and kids are often the reason players step away from the game. He argued that fitness has nothing to do with retirement and said women should not come between a player and his career, also making remarks about age and fitness that have drawn widespread criticism.
📸 Credit: CricTracker

Read more from DNA and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#YograjSingh #CricketControversy #SexistRemarks #YuvrajSingh #sports",https://www.instagram.com/p/DWdLKEUl1Va/,20.0,0.0,1.0,0.0,21.0
13-Mar-2026,2594.0,Current-Affairs,Shock -VE,"Secret conversations, digital intimacy, and discreet connections are quietly reshaping Indian relationships. The rise of discreet dating platforms highlights a broader transformation taking place within modern relationships in India. While marriage continues to hold deep cultural significance, individuals today are also seeking emotional fulfilment, validation and personal growth within their partnerships. Digital platforms have created spaces where people can explore these needs privately, sometimes outside the boundaries of traditional relationships.
 ðŸ“¸ Credit: AI-Generated
 
 Read more from News18 English and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #ModernMarriage #DatingApps #DigitalInfidelity #cheating #current",https://www.instagram.com/p/DVz3ZKFE3Jq/,13.0,1.0,2.0,0.0,16.0
6-Mar-2026,2591.0,Entertainment,Happiness,"The wedding may be over, but weâ€™re still not done staring at the pictures. Rashmika and Vijayâ€™s dreamy celebration might just be the finest wedding of 2026. From stolen glances to fairytale moments, every frame feels magical. Honestly, we might need another week to stop obsessing over these perfect memories.
 
 Get more updates on the #dailyhunt app. ðŸ“²
 
 #entertainment #virosh #wedding #vijaydevarakonda #rashmika_mandanna",https://www.instagram.com/p/DVirwZ4AX2M/,42.0,0.0,6.0,1.0,50.0
14-Mar-2026,2570.0,Off-beat,Funny,"Imagine waking up looking like a character from Avatar and rushing to the hospital, only to find out your new bedsheets were the culprit. Read the full story.
 ðŸ“¸ Credit: AI Generated
 
 Read more from The Free Press Journal and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #AvatarMan #MedicalMystery #ViralNews #LaundryFails #offbeat",https://www.instagram.com/p/DV23OZriWK7/,19.0,0.0,3.0,1.0,23.0
11-Mar-2026,2566.0,Current-Affairs,Curiosity,"Ali Khamenei is dead.  For 36 years, he was the most powerful man in Iran — the Supreme Leader who controlled its military, its judiciary, its nuclear program, and its proxies across the Middle East.  He was killed on February 28, 2026, in a joint U.S.-Israeli strike on his compound in Tehran.  But who was he? Where did he come from? And what does his death mean for Iran — and for the world?  This is the story of a man who grew up in a 65-square-meter home, was imprisoned and tortured by the Shah's secret police, and went on to rule 80 million people for nearly four decades.
Don't miss a single detail of this 8-part series.
📸 Credit: Wikipedia

Read more from Inside Dailyhunt English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Khamenei #current #Iran #IranCrisis #IranFiles",https://www.instagram.com/p/DVvrSutDW6r/,25.0,0.0,0.0,1.0,26.0
5-Apr-2026,2552.0,Entertainment,Controversy,"Sunil Lahri, known as Lakshman from Ramanand Sagar’s Ramayana, shared mixed views on the new teaser. While he avoided criticising the VFX, he said Ranbir Kapoor’s Ram lacks the innocence, calm, and patience seen in Arun Govil’s portrayal, though he remains hopeful the actor will justify the role with his performance.
📸 Credit: News18

Read more from TimesNow English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Ramayana #RanbirKapoor #SunilLahri #BollywoodNews #entertainment",https://www.instagram.com/p/DWwWV2uF1h1/,31.0,2.0,2.0,0.0,35.0
10-Mar-2026,2542.0,Current-Affairs,Sadness,"Amid rising tensions in the Middle East, Dubai is witnessing a worrying surge in abandoned pets as many expatriates rush to leave the region. Animal welfare groups and veterinarians report that an increasing number of dogs and cats are being left behind by owners who are trying to quickly exit the United Arab Emirates, fearing a wider conflict in the area.
📸 Credit: NewsX

Read more from NewsX English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Dubai #AbandonedPets #AnimalWelfare #SaveAnimals #current",https://www.instagram.com/p/DVslQS6FEBj/,31.0,1.0,5.0,0.0,38.0
24-Mar-2026,2542.0,Entertainment,Controversy,"Nora Fatehi’s Bollywood dream just hit a massive legal wall. 10 lawyers have come together with a single goal: revoking her work permit and seeking deportation. The irony is unreal.
📸 Credit: Nora Fatehi via IG

Read more from Top Indian News and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#norafatehi #bollywood #entertainment #workpermit",https://www.instagram.com/p/DWQkZ_vCA8z/,15.0,0.0,0.0,0.0,15.0
10-Mar-2026,2497.0,Entertainment,Controversy,"Dostana 2 is officially falling apart. After Kartik and Janhvi, now Lakshya is reportedly walking out. Is this the end of the franchise? Get the full scoop.
📸 Credit: Google Images

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Dostana2 #Lakshya #KaranJohar #BollywoodGossip #entertainment",https://www.instagram.com/p/DVsvetdDe6T/,21.0,1.0,2.0,2.0,26.0
30-Mar-2026,2484.0,Entertainment,Shock -VE,"It started with a comment about ""government narratives"" and ended with a total social media exit. Reet Padda’s critique of Dhurandhar 2 has proven that questioning a blockbuster comes with a heavy price.
📸 Credit: Aneet Padda via IG

Read more from Zee News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#AneetPadda #entertainment #DhurandharTheRevenge #RanveerSingh",https://www.instagram.com/p/DWgKJjFDizb/,19.0,0.0,0.0,0.0,19.0
10-Mar-2026,2480.0,Sports,Surprise +VE,"After the recent ICC T20 Men's World Cup victory, celebrations continue for Team India's celebrated spinner Kuldeep Yadav. He is all set to tie the knot with his childhood friend, Vanshika, in Mussoorie on March 14. By profession, Vanshika works at the Life Insurance Corporation of India (LIC). The couple got engaged in Lucknow on June 4 last year. Following the wedding, a grand reception will be held at the same engagement venue, The Centrum, in Lucknow on March 17.
📸 Credit: Asianet

Read more from Asianet News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#KuldeepYadav #WorldCupChamp #KuldeepVanshikaWedding #FromChildhoodToForever #sports",https://www.instagram.com/p/DVtTkF3kkgl/,27.0,0.0,0.0,1.0,28.0
29-Mar-2026,2395.0,Off-beat,Motivation,"""Degree ya Rickshaw?"" 🛺🎓 A viral video from Mumbai is making everyone rethink their career choices! An auto driver revealed he saves ₹2,500 daily after expenses, totaling a whopping ₹75,000 a month. The passenger, a BTech grad, admitted his first salary wasn’t even close.
📸 Credit: Google Images

Read more from NDTV and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#mumbai #autorickshaw #offbeat",https://www.instagram.com/p/DWdIVaklDp3/,11.0,0.0,3.0,2.0,16.0
11-Mar-2026,2373.0,Current-Affairs,Pride,"Amid escalating tensions in the Middle East and growing uncertainty across the region, hundreds of Indians were left stranded in Dubai as flights were cancelled across the UAE. That was when two Indian businessmen opened their houses to them and offered food, beds and safety. Yogesh Doshi, Chairman of the Al Mizan Group, in Dubai opened his entire residential building of 64 apartments to Indians left stranded in the city. In a similar humanitarian effort in Ajman, UAE-based businessman Dhiraj Jain (Chairman of 1XL Holdings) from Rajasthan has converted his 80,000-square-foot farmhouse into a temporary shelter for stranded travellers. So far, more than 125 Indians, including families with children, have been given temporary shelter during the difficult period.
📸 Credit: NDTV

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#DhirajJain #YogeshDoshi #DubaiStrandedIndians #WestAsiaConflict #current",https://www.instagram.com/p/DVun1eYk3BW/,18.0,0.0,2.0,1.0,23.0
23-Mar-2026,2341.0,Current-Affairs,Shock -VE,"Beyond the headlines is a story of deep psychological distress. Why did these mothers choose such a bizarre final ritual for their kids? The details of the Kochi tragedy are on the DH app now. 🥀
📸 Credit: AI Generated

Read more from News18 English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#KochiTragedy #KeralaNews #Heartbreaking #MentalHealthAwareness #current",https://www.instagram.com/p/DWN6eQjAuZt/,13.0,0.0,3.0,1.0,17.0
1-Apr-2026,2335.0,Entertainment,Happiness,"Are you ready for the ultimate 9-hour mission? 🕵️‍♂️ Multiplexes are bringing the entire Dhurandhar universe to the big screen for a massive movie marathon! Grab your popcorn for the long haul.
📸 Credit: Google Images

Read more from Deccan Herald and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Dhurandhar2 #RanveerSingh #MovieMarathon #entertainment #ActionCinema",https://www.instagram.com/p/DWleJrQDy5Y/,70.0,0.0,21.0,2.0,93.0
23-Mar-2026,2335.0,Current-Affairs,Fear/Concern,"Panic spread in Jharkhand’s Jamshedpur after a World War II-era live bomb was found near the Swarnarekha River during sand excavation on March 21. The explosive, located in the Bahragora police station area, was confirmed by district authorities as highly powerful, with plans underway to defuse it on March 22.
📸 Credit: ABP

Read more from ABP Live English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Jamshedpur #Jharkhand #WWII #BombDiscovery #current",https://www.instagram.com/p/DWNi63Ml64k/,15.0,0.0,2.0,1.0,18.0
11-Mar-2026,2316.0,Current-Affairs,Curiosity,"Every empire that has tried to control Iran has eventually left.  Alexander the Great conquered it — and within two generations his successors had become Persian in culture and habit.  The British and Russians carved it up in 1907. The CIA overthrew its government in 1953. The Americans backed a Shah who was eventually overthrown anyway.  Each time, Iran bent. Each time, it remained.  Now, in March 2026, Khamenei is dead. Iran's nuclear facilities have been bombed. Its proxy network is in ruins. Its streets are filled with protesters.  What happens next?  Three futures are possible. Only one is likely. 
Don't miss a single detail of this 8-part series.

Read more from Inside Dailyhunt English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Iran #current #KhameneiDead #IranCrisis #IranFiles",https://www.instagram.com/p/DVvvQ2dDWBu/,27.0,0.0,0.0,1.0,28.0
18-Mar-2026,2316.0,Entertainment,Pride,"True icons are global, with or without a tribute! 🌟 Hema Malini calls out the 2026 Oscars for missing our Sholay superstar. Stand with the family as they honor a true son of India. Read more!
📸 Credit: Mid-Day

Read more from Mid-Day English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Dharmendra #HemaMalini #Oscars2026 #IndianCinema #entertainment",https://www.instagram.com/p/DWBA6QBjum2/,18.0,0.0,0.0,1.0,19.0
5-Apr-2026,2313.0,Entertainment,Shock -VE,"Dressed in a white T-shirt and baggy jeans, Sunanda Sharma was performing in Ghaziabad when a male fan suddenly jumped on stage and tried to touch her feet. Shocked, she screamed and walked off mid-show as security rushed in. Police later detained the accused, reportedly a student, but the frightening incident left the singer shaken.
📸 Credit: DNP India

Read more from DNP India and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#SunandaSharma #ConcertChaos #StageBreach #punjabisinger #entertainment",https://www.instagram.com/p/DWvfQuUl34M/,17.0,0.0,0.0,0.0,17.0
1-Apr-2026,2288.0,Current-Affairs,Breaking News,"The incident took place after 5 PM in Sector 37 in Chandigarh. There are no reports of major damage following the explosion, according to senior BJP leaders. Police teams reached the site and cordoned off the area. The personnel are investigating the cause of the blast.

Read more from The Free Press Journal and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#BreakingNews #ChandigarhBlast #PunjabBJP #SecurityAlert #current",https://www.instagram.com/p/DWlxjqRF3oy/,12.0,0.0,3.0,0.0,15.0
4-Apr-2026,2279.0,Entertainment,Curiosity,"Before the glitz and glamour, there was pure, unadulterated danger. 🎬😱 Zeenat Aman opens up about the ""awfully difficult"" moment she had to push Amitabh Bachchan in a wheelchair. One mistake could have been his end.
📸 Credit: NDTV Movies

Read more from NDTV Movies and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ZeenatAman #AmitabhBachchan #Don1978 #BollywoodFlashback #entertainment",https://www.instagram.com/p/DWs3YzWl2OM/,13.0,0.0,1.0,2.0,16.0
28-Mar-2026,2267.0,Off-beat,Shock -VE,"New fear unlocked! 🦷🚫 Imagine going to a dentist for 15 years only to find out he’s a Class-10 dropout. A man in Hyderabad has been arrested for running a full-fledged clinic without a BDS degree. His secret? He ""learned"" everything by watching his wife work. This is a massive reminder to always verify your doctor’s registration!

Read more from South First and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#MedicalScam #PublicHealth #Dentist #offbeat",https://www.instagram.com/p/DWajW67iP4t/,14.0,0.0,10.0,2.0,26.0
4-Apr-2026,2240.0,Off-beat,Heartwarming,"A Dehradun bride’s vidai turned deeply emotional when her pet dogs refused to let her go, clinging to her and crying as she left. A viral video has touched millions, highlighting the unbreakable bond between pets and their owners.
📸 Credit: Hindustan Times

Read more from Hindustan Times and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#DehradunBride #Vidai #LoyalDogs #Pets #offbeat",https://www.instagram.com/p/DWtbi3YF4uW/,25.0,0.0,1.0,0.0,26.0
20-Mar-2026,2240.0,Entertainment,Surprise +VE,"The much-anticipated spy thriller Dhurandhar 2, starring Ranveer Singh, has rewritten box office history with a record-breaking opening day collection of ₹145.55 crore net in India, while the film grossed over ₹240 crores in worldwide collections, surpassing Baahubali!
📸 Credit: News18

Read more from The Financial Express and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#Dhurandhar2 #record #news #trending #enetertainment",https://www.instagram.com/p/DWGUmW5AmBH/,67.0,0.0,8.0,1.0,76.0
17-Mar-2026,2228.0,Current-Affairs,Breaking News,"Visuals coming out of Kabul show a massive explosion as a Pakistani airstrike hit the Omid 2,000-bed hospital. 400 people are reported dead. This is an absolute nightmare.
📸 Credit: NDTV

Read more from NDTV and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#KabulAirstrike #PakistanTalibanWar #HospitalAttack #HumanityInCrisis #current",https://www.instagram.com/p/DV_JKHpkU70/,25.0,0.0,1.0,3.0,29.0
12-Mar-2026,2225.0,Entertainment,Shock -VE,"The government just gave Telegram a 3-hour deadline to wipe out 3,000+ piracy channels. With Dhurandhar 2 and Toxic arriving, the war on illegal downloads is ongoing now. Read more on DH to find out.
📸 Credit: News24

Read more from news24online and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#TelegramBan #Dhurandhar2 #ToxicMovie #PiracyWar #entertainment",https://www.instagram.com/p/DVxmMYOiTmD/,27.0,0.0,3.0,0.0,30.0
16-Mar-2026,2207.0,Current-Affairs,Fear/Concern,"China just pulled the plug on fuel exports to protect itself during the 2026 West Asia war. From auto-rickshaws to international flights, the impact is going to be felt by EVERYONE.
📸 Credit: Zee News

Read more from Zee News English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#ChinaFuelBan #EnergyCrisis2026 #OilShock #GlobalEconomy #current",https://www.instagram.com/p/DV8c5rLkXpv/,20.0,0.0,0.0,3.0,23.0
10-Mar-2026,2196.0,Current-Affairs,Curiosity,"At 6:29 a.m. on October 7, 2023, a music festival was still playing in the Israeli desert.  1,200 people would be dead by nightfall.  251 hostages would be taken into Gaza.  Iran's Supreme Leader called it ""an irreparable defeat for the Zionist regime."" He was wrong.  What followed was the most systematic military deconstruction of a country's foreign policy infrastructure in modern history.  Within two years, Israel had: — Killed Hezbollah's 32-year leader Hassan Nasrallah — Killed Hamas's political chief Ismail Haniyeh in Tehran — Destroyed Iran's nuclear facilities — Killed Supreme Leader Khamenei himself  Here is how it all happened.
Don't miss a single detail of this 8-part series.
📸 Credit: AI Generated

Read more from Inside Dailyhunt English and other top sources on #dailyhunt

Get the full perspective from India's top voices 

#October7 #Hamas #Hezbollah #IranFiles #current",https://www.instagram.com/p/DVtC828ktuQ/,22.0,1.0,4.0,3.0,30.0
13-Mar-2026,2158.0,Sports,Happiness,"The spinner who fooled the world's best batters is finally getting clean bowled by love. Kuldeep Yadav is marrying his childhood sweetheart, and the guest list is pure FIRE.
 ðŸ“¸ Credit: Google Images
 
 Read more from News18 English and other top sources on #dailyhunt
 
 Get the full perspective from India's top voices 
 
 #KuldeepYadavWedding #ViratKohli #RohitSharma #MussoorieDiaries #sports",https://www.instagram.com/p/DV0GaO5l8tU/,14.0,0.0,2.0,0.0,16.0
